ITEM,CÓDIGO,DESCRIÇÃO,FONTE,UND,QUANTIDADE,"PREÇO UNITÁRIO R$","PREÇO TOTAL R$"
12.1.18,103999,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 50 X 25 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"7,00","R$ 13,37","R$ 93,59"
12.1.19,FNDE 206,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 50 X 32 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,UN,"1,00","R$ 13,41","R$ 13,41"
12.1.20,103968,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 60 X 25 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"7,00","R$ 17,56","R$ 122,92"
12.1.21,103969,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 60 X 32 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"3,00","R$ 20,71","R$ 62,13"
12.1.22,103972,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 75 X 50 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"1,00","R$ 30,47","R$ 30,47"
12.1.23,FNDE 206,"BUCHA DE REDUÇÃO, LONGA, PVC, SOLDÁVEL, DN 50 X 32 MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,UN,"1,00","R$ 13,41","R$ 13,41"
12.1.24,89598,"LUVA DE CORRER, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"1,00","R$ 51,68","R$ 51,68"
12.1.25,89380,"LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"4,00","R$ 10,85","R$ 43,40"
12.1.26,89605,"LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 60MM X 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"3,00","R$ 21,71","R$ 65,13"
12.1.27,89541,"LUVA, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"2,00","R$ 6,89","R$ 13,78"
12.1.28,89597,"LUVA, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"2,00","R$ 23,86","R$ 47,72"
12.1.29,89362,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"123,00","R$ 10,33","R$ 1.270,59"
12.1.30,89367,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"53,00","R$ 14,17","R$ 751,01"
12.1.31,89501,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"60,00","R$ 15,35","R$ 921,00"
12.1.32,89628,"TE, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"36,00","R$ 50,26","R$ 1.809,36"
12.1.33,89505,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"10,00","R$ 43,37","R$ 433,70"
12.1.34,89513,"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 75MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"10,00","R$ 107,83","R$ 1.078,30"
12.1.35,90373,"JOELHO 90 GRAUS COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM, X 1/2 INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"50,00","R$ 13,98","R$ 699,00"
12.1.36,89440,"TE, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"22,00","R$ 13,05","R$ 287,10"
12.1.37,89443,"TE, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"3,00","R$ 18,36","R$ 55,08"
12.1.38,89625,"TE, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"16,00","R$ 24,18","R$ 386,88"
12.1.39,89628,"TE, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"14,00","R$ 50,26","R$ 703,64"
12.1.40,89629,"TE, PVC, SOLDÁVEL, DN 75MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"1,00","R$ 84,20","R$ 84,20"
12.1.41,89622,"TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"3,00","R$ 15,01","R$ 45,03"
12.1.42,89627,"TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 50MM X 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"13,00","R$ 21,31","R$ 277,03"
12.1.43,89630,"TE DE REDUÇÃO, PVC, SOLDÁVEL, DN 75MM X 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"1,00","R$ 63,92","R$ 63,92"
12.1.44,FNDE 208,"TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 75MM X 60 MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,UN,"2,00","R$ 31,72","R$ 63,44"
12.1.45,89632,"TE DE REDUÇÃO, PVC, SOLDÁVEL, DN 85MM X 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"2,00","R$ 127,45","R$ 254,90"
12.1.46,89396,"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 25MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"16,00","R$ 21,90","R$ 350,40"
12.1.47,89536,"UNIÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"2,00","R$ 12,34","R$ 24,68"
12.1.48,89594,"UNIÃO, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",SINAPI,UN,"2,00","R$ 37,34","R$ 74,68"
12.2,TUBULAÇÕES E CONEXÕES - METAIS,,,,,,"R$ 5.238,49"
12.2.1,94495,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"6,00","R$ 68,97","R$ 413,82"
12.2.2,94497,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"7,00","R$ 119,07","R$ 833,49"
12.2.3,94498,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"5,00","R$ 164,35","R$ 821,75"
12.2.4,94792,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"1,00","R$ 129,17","R$ 129,17"
12.2.5,94794,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/2"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"10,00","R$ 187,70","R$ 1.877,00"
12.2.6,89987,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 3/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"0,00","R$ 106,03","R$ 0,00"
12.2.7,89985,"REGISTRO DE PRESSÃO BRUTO, LATÃO, ROSCÁVEL, 3/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"10,00","R$ 100,70","R$ 1.007,00"
12.2.8,99631,"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",SINAPI,UN,"1,00","R$ 156,26","R$ 156,26"
12.3,DIVERSOS,,,,,"R$ 56.025,61"
12.3.1,FNDE 77,PRESSURIZADOR (GRUPO DE PRESSÃO) - Pressão Máxima: 32 (m.c.a.);Vazão Máxima: 52.000 (l/h),PRÓPRIA,UN,"1,00","R$ 50.122,37","R$ 50.122,37"
12.3.2,102116,"BOMBA CENTRÍFUGA, TRIFÁSICA, 1,5 CV OU 1,48 HP, HM 10 A 24 M, Q 6,1 A 21,9 M3/H - FORNECIMENTO E INSTALAÇÃO. AF_12/2020",SINAPI,UN,"2,00","R$ 2.291,03","R$ 4.582,06"
12.3.3,102609,"CAIXA D´ÁGUA EM POLIETILENO, 2000 LITROS - FORNECIMENTO E INSTALAÇÃO. AF_06/2021",SINAPI,UN,"1,00","R$ 1.321,18","R$ 1.321,18"
12.4,SISTEMA DE REUSO DE ÁGUA,,,,,,"R$ 12.211,85"
12.4.1,FNDE 78,CISTERNA VERTICAL - RESERVATÓRIO ÁGUA DA CHUVA - 300 Litros,PRÓPRIA,UN,"6,00","R$ 1.864,70","R$ 11.188,20"
12.4.2,FNDE 79,SMART FILTRO,PRÓPRIA,UN,"2,00","R$ 404,70","R$ 809,40"
12.4.3,92692,"NIPLE, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 15 (1/2""), INSTALADO EM RAMAIS E SUB-RAMAIS DE GÁS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",SINAPI,UN,"10,00","R$ 15,93","R$ 159,30"
12.4.4,86884,"ENGATE FLEXÍVEL EM PLÁSTICO BRANCO, 1/2"" X 30CM - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"5,00","R$ 10,99","R$ 54,95"
12.5,CAIXA DÁGUA 40.000 L,,,,,,"R$ 104.045,12"
12.5.1,FNDE 81,"RESERVATÓRIO D'ÁGUA CONFORME PROJETO 40M3 - COLUNA SECA 10,0M PINTADA",PRÓPRIA,UN,"1,00","R$ 104.045,12","R$ 104.045,12"
13,DRENAGEM DE ÁGUAS PLUVIAIS,,,,,,"R$ 95.107,63"
13.1,TUBULAÇÕES E CONEXÕES DE PVC,,,,,,"R$ 69.284,41"
13.1.1,89578,"TUBO PVC, SÉRIE R, ÁGUA PLUVIAL, DN 100 MM, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,M,"414,80","R$ 35,12","R$ 14.567,78"
13.1.2,89580,"TUBO PVC, SÉRIE R, ÁGUA PLUVIAL, DN 150 MM, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,M,"186,00","R$ 72,55","R$ 13.494,30"
13.1.3,90702,"TUBO DE PVC CORRUGADO DE DUPLA PAREDE PARA REDE COLETORA DE ESGOTO, DN 200 MM, JUNTA ELÁSTICA - FORNECIMENTO E ASSENTAMENTO. AF_01/2021",SINAPI,M,"58,40","R$ 120,37","R$ 7.029,61"
13.1.4,90703,"TUBO DE PVC CORRUGADO DE DUPLA PAREDE PARA REDE COLETORA DE ESGOTO, DN 250 MM, JUNTA ELÁSTICA - FORNECIMENTO E ASSENTAMENTO. AF_01/2021",SINAPI,M,"103,60","R$ 188,41","R$ 19.519,28"
13.1.5,89585,"JOELHO 45 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"13,00","R$ 47,02","R$ 611,26"
13.1.6,89591,"JOELHO 45 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"4,00","R$ 133,69","R$ 534,76"
13.1.7,89584,"JOELHO 90 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"129,00","R$ 45,94","R$ 5.926,26"
13.1.8,89590,"JOELHO 90 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"34,00","R$ 137,02","R$ 4.658,68"
13.1.9,89567,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_06/2022",SINAPI,UN,"7,00","R$ 82,57","R$ 577,99"
13.1.10,89699,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"2,00","R$ 206,18","R$ 412,36"
13.1.11,89669,"LUVA SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"33,00","R$ 34,76","R$ 1.147,08"
13.1.12,89677,"LUVA SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"2,00","R$ 80,00","R$ 160,00"
13.1.13,89681,"REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",SINAPI,UN,"7,00","R$ 92,15","R$ 645,05"
13.2,ACESSÓRIOS,,,,,,"R$ 25.823,22"
13.2.1,99253,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M PARA REDE DE DRENAGEM. AF_12/2020",SINAPI,UN,"13,00","R$ 595,58","R$ 7.742,54"
13.2.2,99268,"POÇO DE INSPEÇÃO CIRCULAR PARA DRENAGEM, EM CONCRETO PRÉ-MOLDADO, DIÂMETRO INTERNO = 0,60 M, PROFUNDIDADE = 0,90 M, EXCLUINDO TAMPÃO. AF_12/2020_PA",SINAPI,UN,"9,00","R$ 524,16","R$ 4.717,44"
13.2.3,FNDE 80,GRELHA DE FERRO P/ CALHAS E CAIXAS,PRÓPRIA,M2,"12,55","R$ 1.064,80","R$ 13.363,24"
14,INSTALAÇÃO SANITÁRIA,,,,,,"R$ 80.648,69"
14.1,TUBULAÇÕES E CONEXÕES,,,,,,"R$ 38.921,09"
14.1.1,89711,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,M,"246,11","R$ 23,33","R$ 5.741,75"
14.1.2,89712,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,M,"67,85","R$ 29,47","R$ 1.999,54"
14.1.3,89713,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,M,"31,38","R$ 36,69","R$ 1.151,33"
14.1.4,89714,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,M,"255,62","R$ 41,03","R$ 10.488,09"
14.1.5,89849,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 150 MM, FORNECIDO E INSTALADO EM SUBCOLETOR AÉREO DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,M,"31,38","R$ 60,71","R$ 1.905,08"
14.1.6,89726,"JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"45,00","R$ 11,38","R$ 512,10"
14.1.7,89732,"JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"29,00","R$ 16,42","R$ 476,18"
14.1.8,89739,"JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"3,00","R$ 24,61","R$ 73,83"
14.1.9,89746,"JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"16,00","R$ 29,62","R$ 473,92"
14.1.10,89724,"JOELHO 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"59,00","R$ 11,13","R$ 656,67"
14.1.11,89731,"JOELHO 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"24,00","R$ 15,64","R$ 375,36"
14.1.12,FNDE 209,"JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO",PRÓPRIA,UN,"24,00","R$ 55,46","R$ 1.331,04"
14.1.13,FNDE 233,"JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO",PRÓPRIA,UN,"1,00","R$ 55,46","R$ 55,46"
14.1.14,89834,"JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022",SINAPI,UN,"12,00","R$ 55,43","R$ 665,16"
14.1.15,89827,"JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022",SINAPI,UN,"5,00","R$ 20,25","R$ 101,25"
14.1.16,FNDE 210,"JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO",PRÓPRIA,UN,"6,00","R$ 42,65","R$ 255,90"
14.1.17,89795,"JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"1,00","R$ 42,64","R$ 42,64"
14.1.18,104341,"BUCHA DE REDUÇÃO LONGA, PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 50 X 40 MM, JUNTA SOLDÁVEL E ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"3,00","R$ 11,49","R$ 34,47"
14.1.19,104357,"CAP, PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM SUBCOLETOR AÉREO DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"2,00","R$ 20,00","R$ 40,00"
14.1.20,104082,"PLUG, PVC OCRE, JUNTA ELÁSTICA, DN 100 MM, PARA COLETOR PREDIAL DE ESGOTO. AF_06/2022",SINAPI,UN,"2,00","R$ 31,03","R$ 62,06"
14.1.21,89728,"CURVA CURTA 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"40,00","R$ 14,23","R$ 569,20"
14.1.22,89724,"JOELHO 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"37,00","R$ 11,13","R$ 411,81"
14.1.23,FNDE 235,"REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS",PRÓPRIA,UN,"2,00","R$ 36,74","R$ 73,48"
14.1.24,89549,"REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_06/2022",SINAPI,UN,"5,00","R$ 19,46","R$ 97,30"
14.1.25,89825,"TE, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022",SINAPI,UN,"2,00","R$ 17,75","R$ 35,50"
14.1.26,89782,"TE, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"11,00","R$ 16,09","R$ 176,99"
14.1.27,89707,"CAIXA SIFONADA, PVC, DN 100 X 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"2,00","R$ 58,01","R$ 116,02"
14.1.28,89708,"CAIXA SIFONADA, PVC, DN 150 X 185 X 75 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"1,00","R$ 126,86","R$ 126,86"
14.1.29,104328,"CAIXA SIFONADA, COM GRELHA QUADRADA, PVC, DN 150 X 150 X 50 MM, JUNTA SOLDÁVEL, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"8,00","R$ 85,89","R$ 687,12"
14.1.30,104328,"CAIXA SIFONADA, COM GRELHA QUADRADA, PVC, DN 150 X 150 X 50 MM, JUNTA SOLDÁVEL, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",SINAPI,UN,"24,00","R$ 85,89","R$ 2.061,36"
14.1.31,FNDE 211,CORPO CAIXA SECA 100 X 100 X 40 CM,PRÓPRIA,UN,"2,00","R$ 48,12","R$ 96,24"
14.1.32,99253,"CAIXA ENTERRADA HIDRÁULICA RETANGULAR EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M PARA REDE DE DRENAGEM. AF_12/2020",SINAPI,UN,"9,00","R$ 595,58","R$ 5.360,22"
14.1.33,97974,"POÇO DE INSPEÇÃO CIRCULAR PARA ESGOTO, EM CONCRETO PRÉ-MOLDADO, DIÂMETRO INTERNO = 0,60 M, PROFUNDIDADE = 0,90 M, EXCLUINDO TAMPÃO. AF_12/2020_PA",SINAPI,UN,"5,00","R$ 528,72","R$ 2.643,60"
